id,altitude,heading
32667a12,33000,91
32667955,35000,91
3266877d,33000,92
3266397c,33000,97
32661f08,36975,91
326679c5,33000,92
3266146c,31000,92
32661d54,37000,94
3265cc8f,33000,93
3265cee0,36000,280
32663004,34000,256
32663a14,35000,91
32667a12,33000,91
32667955,35000,91
3266877d,32975,92
3266397c,33000,97
32661f08,36975,93
326679c5,33000,92
3266146c,31000,92
3265cc8f,33000,93
32661d54,37000,94
32663004,34000,256
32663a14,35000,91
32667a12,33000,91
32667955,35000,91
3266877d,33050,92
3266397c,33000,98
32661f08,37000,93
326679c5,33000,92
3266146c,31000,92
3265cc8f,33000,93
32661d54,37000,94
32663a14,35000,91
32667a12,33000,91
32667955,35000,91
3266877d,33050,92
3266397c,33000,98
32661f08,37000,93
326679c5,33000,93
3266146c,31000,92
32661d54,37000,94
3265cc8f,33000,94
32663a14,35000,91
32667a12,33000,91
32667955,35000,91
3266877d,33950,93
3266397c,33000,98
32661f08,37000,93
326679c5,33000,93
3266146c,31000,92
32661d54,37000,95
3265cc8f,33000,94
32663a14,35000,91
32667a12,33000,91
32667955,35000,90
3266877d,34475,92
3266397c,33000,98
32661f08,37000,93
326679c5,33000,93
3266146c,31000,94
3265cc8f,33000,94
32661d54,37000,95
32663a14,35000,91
32667a12,33000,91
32667955,35000,90
3266877d,35025,92
3266397c,33000,98
32661f08,36975,93
326679c5,33000,93
3266146c,31000,94
32661d54,37000,95
32662f54,38975,113
32663a14,35000,91
32667a12,33000,91
32667955,35000,90
3266877d,34975,92
3266397c,33000,98
32661f08,37000,93
326679c5,33000,93
3266146c,31000,94
32662f54,39000,113
32663a14,35000,91
32667a12,33000,92
32667955,35000,93
3266877d,35000,93
3266397c,33000,98
32661f08,37000,93
326679c5,33000,93
3266146c,31000,94
32662f54,38975,114
32663a14,35000,91
32667a12,33000,92
32667955,35000,93
3266877d,34975,93
3266397c,33000,98
32661f08,37000,93
326679c5,33000,93
3266146c,31000,94
32663a14,35000,91
3264bad9,38000,272
32667a12,33000,92
32667955,35000,92
3266877d,35000,93
3266397c,33000,98
32661f08,37000,93
326679c5,33000,93
3266146c,31000,94
3264bad9,38000,272
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,34975,93
3266397c,33000,98
32661f08,37000,93
326679c5,33000,93
3266146c,31000,94
3264bad9,38000,272
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,35000,93
3266397c,33000,98
32661f08,36975,93
326679c5,33000,93
3266146c,31000,94
3264bad9,38000,272
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,35000,93
3266397c,33000,98
32661f08,37000,93
326679c5,33000,93
3264bad9,38000,272
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,35000,93
32661f08,37000,93
3266397c,33000,98
326679c5,33000,93
3264bad9,38000,272
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,35000,93
3266397c,33000,92
32661f08,37000,93
326679c5,33000,94
3264bad9,38000,272
32663a14,35000,91
32667a12,33000,92
32667955,35000,92
3266877d,35000,93
3266397c,33000,92
32661f08,36975,93
326679c5,33000,94
32669c16,35000,93
326632c4,37000,91
3264bad9,38000,272
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,35000,93
32661f08,37000,93
3266397c,33000,92
326679c5,33000,94
326632c4,37000,91
32669c16,35000,93
3264bad9,38000,272
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,35000,93
3266397c,33000,92
32661f08,36975,93
326632c4,37000,91
32669c16,35000,91
3264bad9,38000,272
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,35000,93
3266397c,33000,92
32661f08,37000,93
32666099,34000,251
326632c4,37000,91
32669c16,35000,91
3264bad9,38000,272
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,34975,93
3266397c,33000,92
32661f08,37000,93
32666099,34000,251
326632c4,37000,91
32669c16,35000,91
3264bad9,38000,272
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,35000,93
3266397c,33000,94
32661f08,36975,94
32666099,34000,251
326632c4,37000,91
3264bad9,38000,272
32669c16,35000,91
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,35000,93
32666099,34000,251
3266397c,33000,93
32661f08,36975,94
326632c4,37000,91
3264bad9,38000,272
32669c16,35000,91
32663a14,35000,92
32667a12,33000,92
32667955,35000,92
3266877d,34975,93
32666099,34000,251
3266397c,33000,93
3264bad9,38000,272
326632c4,37000,91
32669c16,35000,91
32663a14,35000,92
32667a12,33000,92
32667955,35000,93
3266877d,35000,93
32666099,34000,251
3266397c,33000,93
3264bad9,38000,272
326632c4,37000,91
32669c16,35000,91
32663a14,35000,92
32667a12,33000,94
32667955,35000,93
32666099,34000,251
3266877d,35000,93
3264bad9,38000,272
326632c4,37000,91
32669c16,35000,91
32663a14,35000,92
32667a12,33000,94
32667955,35000,93
3266877d,35000,94
3264bad9,38000,272
326632c4,37000,91
32669c16,35000,91
32663a14,35000,92
32667a12,33000,94
32667955,35000,93
32665fe7,37000,75
3266877d,34975,94
3264bad9,38000,279
326632c4,37000,91
32669c16,35000,91
32663a14,35000,92
32667955,35000,93
32667a12,33000,94
32665fe7,37000,75
32668fa2,32975,91
3264bad9,38000,286
326632c4,37000,91
32669c16,35000,91
32663a14,35000,92
32667a12,33000,94
32667955,35000,94
32665fe7,37000,75
32668fa2,32975,91
3264bad9,38000,291
326632c4,37000,92
32669c16,35000,91
32663a14,35000,92
32667a12,33000,94
32667955,35000,94
32665fe7,37000,75
3264bad9,38000,293
32668fa2,32975,91
326632c4,37000,92
32669c16,35000,91
32663a14,35000,92
32667a12,33000,94
32667955,35000,94
32668fa2,32975,91
326632c4,37000,92
32669c16,35000,91
32663a14,35000,91
32667a12,33000,94
32667955,35000,94
32668fa2,32975,91
326632c4,37000,92
32669c16,35000,91
32663a14,35000,91
32667a12,33000,94
32667955,35000,94
32668fa2,33000,91
326632c4,37000,92
32649511,36000,273
32669c16,35000,91
32663a14,35000,91
32667955,35000,94
32667a12,33000,94
326659b4,37000,89
32668fa2,33000,91
32649511,36000,273
326632c4,37000,92
32669c16,35000,91
32663a14,32475,92
326659b4,37000,89
32668fa2,33000,91
32649511,36000,273
326632c4,37000,92
32669c16,35000,92
32663a14,31775,94
326659b4,37000,89
32668fa2,33000,91
32649511,36000,273
326632c4,37000,92
32669c16,35000,91
32663a14,31250,93
326659b4,37000,89
32668fa2,33000,91
32649511,36000,273
326632c4,37000,92
32669c16,35000,91
32663a14,30975,93
326659b4,37000,89
32668fa2,33000,91
32649511,36000,273
326632c4,37000,92
32669c16,35000,91
32663a14,31000,94
326697be,37000,90
326659b4,37000,89
32668fa2,33000,91
32649511,36000,273
326632c4,37000,92
32669c16,35000,91
32663a14,31000,94
326697be,37000,91
326659b4,37000,89
32668fa2,33000,91
32649511,36000,273
326632c4,37000,92
32669c16,35000,92
32663a14,31000,94
326697be,37000,91
326659b4,37000,89
32668fa2,33000,91
32649511,36000,273
326632c4,37000,92
32669c16,35000,92
32663a14,31000,94
326697be,37000,91
326659b4,37000,89
32649511,36000,273
32668fa2,33000,91
326632c4,37000,92
32669c16,35000,92
326623f3,33000,71
32663a14,31000,94
326697be,37000,91
32649511,36000,273
326659b4,37000,89
32668fa2,33025,91
326632c4,37000,93
32669c16,35000,92
326623f3,33000,71
32663a14,31000,94
326697be,37000,91
32649511,36000,273
326659b4,37000,90
32668fa2,33025,91
326632c4,37000,93
32669c16,35000,92
326623f3,33000,80
32663a14,31000,94
326697be,37000,91
32649511,36000,273
326659b4,37000,91
32668fa2,33025,91
326632c4,37000,93
32669c16,35000,92
326623f3,33000,91
326697be,37000,91
32649511,36000,273
326659b4,37000,91
32668fa2,33025,91
326632c4,37000,93
32669c16,35000,92
326623f3,33000,97
326697be,37000,91
32649511,36000,273
326659b4,37000,91
32668fa2,33025,91
326632c4,37000,93
32669c16,35000,92
326623f3,33000,98
32664801,33000,93
32649511,36000,273
326697be,37000,91
326659b4,37000,91
32668fa2,33025,91
326632c4,37000,93
32669c16,35000,92
32664801,33000,93
32649511,36000,273
326697be,37000,91
326659b4,37000,91
32668fa2,33025,91
326632c4,37000,93
32669c16,35000,92
32664801,33000,113
32649511,36000,271
326697be,37000,91
326659b4,37000,91
32668fa2,33000,91
326632c4,37000,93
32669c16,35000,92
32649511,36000,271
32664801,33000,113
326697be,37000,92
326659b4,37000,91
32668fa2,33000,91
326632c4,37000,93
32669c16,35000,92
32649511,36000,271
32664801,33000,113
326697be,37000,92
326659b4,37000,91
32664e7e,42975,273
32668fa2,33000,92
326632c4,37000,93
32669c16,35000,94
32649511,36000,271
326697be,37000,92
32664e7e,42975,273
326659b4,37000,91
32668fa2,32975,92
326632c4,37000,93
32669c16,35000,94
32649511,36000,271
326697be,37000,92
32664e7e,42975,272
326659b4,37000,91
32668fa2,32975,92
326632c4,37000,93
32669c16,35000,93
326697be,37000,92
32664e7e,43000,272
326659b4,37000,91
32668fa2,32975,92
326632c4,37000,94
32669c16,35000,93
326697be,37000,92
32664e7e,43000,272
326659b4,36375,91
32668fa2,33000,92
326632c4,37000,93
32669c16,35000,93
32664226,33000,95
32664e7e,43000,272
326697be,37000,92
326659b4,35950,92
32668fa2,33000,92
326632c4,37000,94
32669c16,35000,93
32664226,33000,95
32664e7e,43000,272
326697be,37000,92
326659b4,34925,92
32668fa2,33000,92
326632c4,37000,94
32669c16,35000,93
32664226,33000,95
32664e7e,42975,272
326697be,37000,92
326659b4,33750,92
32668fa2,33000,92
326632c4,37000,94
32669c16,35000,94
32664226,33000,95
32668ac2,31000,54
32664e7e,42975,272
326697be,37000,92
326659b4,32250,92
32668fa2,33000,92
326632c4,37000,94
32669c16,35000,94
32664226,33000,112
32668ac2,31000,88
32664e7e,42975,272
326697be,37000,92
326659b4,31675,92
32668fa2,33000,93
326632c4,37000,94
32669c16,35000,94
32664226,33000,112
32668ac2,31000,91
32664e7e,42975,272
326697be,37000,92
326659b4,31350,92
32668fa2,33000,93
326632c4,37000,94
32669c16,35000,94
32668ac2,31000,91
32664e7e,43000,272
326697be,37000,93
326659b4,31025,92
32668fa2,33025,93
326632c4,37000,94
32663c3e,35000,100
32668ac2,31000,91
32664e7e,42975,272
326697be,37000,93
326659b4,31000,92
32668fa2,33025,93
326632c4,37000,94
32663c3e,35000,100
32668ac2,31000,91
32664e7e,43000,272
326697be,37000,93
326659b4,31000,92
32668fa2,33025,93
326632c4,37000,94
32663c3e,35000,100
32668ac2,31000,91
32664e7e,42975,272
326697be,37000,93
326659b4,31000,92
32668fa2,33025,93
326632c4,37000,94
32663c3e,35025,94
32668ac2,31000,91
32664e7e,43000,272
326697be,37000,93
326659b4,31000,92
32668fa2,33000,93
326632c4,37000,94
32663c3e,35000,91
32664e7e,42975,272
32668ac2,31000,91
326535e7,43000,273
326697be,37000,93
326659b4,31000,92
32668fa2,32975,93
32663c3e,35000,91
32664e7e,42975,272
32668ac2,31000,91
326535e7,43000,273
326697be,37000,93
326659b4,31000,92
32668fa2,32975,93
32664e7e,42975,272
32663c3e,35000,91
32668ac2,31000,91
326535e7,43000,273
326527e6,38000,273
326697be,37000,93
326659b4,31000,92
32668fa2,32975,93
3266000b,32025,251
32663c3e,35025,91
32664e7e,43000,272
32668ac2,31000,91
326535e7,43000,273
326527e6,38000,272
326697be,37000,93
326659b4,31000,92
32668fa2,32975,93
3266000b,32000,251
32664e7e,43000,272
32663c3e,35000,93
32668ac2,31000,91
326535e7,43000,273
326527e6,38000,272
326697be,37000,93
326659b4,31000,92
32668fa2,33000,93
3266000b,32025,251
32664e7e,43000,272
32663c3e,35000,91
32668ac2,31000,91
326535e7,43000,273
326527e6,38000,272
326697be,37000,93
326659b4,31000,91
32668fa2,33000,93
3266000b,32025,251
32668346,37000,91
32664e7e,43000,272
32663c3e,35000,91
326535e7,43000,273
326527e6,38000,272
32668ac2,31000,91
326697be,37000,93
326659b4,31000,91
32668fa2,33025,93
3266000b,32000,251
32668346,37000,91
32664e7e,42975,272
32663c3e,35000,91
326535e7,43000,273
326527e6,38000,272
32668ac2,31000,91
326697be,37000,93
326659b4,31000,92
32668fa2,33025,93
3266000b,32025,251
32668346,37000,91
32663c3e,35000,91
326535e7,43000,273
326527e6,38000,272
32668ac2,31000,91
326697be,37000,94
326659b4,31000,93
32668fa2,33025,93
32668346,37000,91
326535e7,43000,273
32663c3e,35000,91
326527e6,38000,272
32668ac2,31000,91
326697be,37000,94
326659b4,31000,93
32668fa2,33000,94
32668346,37000,91
326535e7,43000,273
326527e6,38000,272
32663c3e,35000,91
32668ac2,31000,91
326697be,37000,94
326659b4,31000,93
32668fa2,33000,94
32668346,37000,91
326535e7,43000,272
326527e6,38000,272
32663c3e,35000,91
32668ac2,31000,91
326697be,37000,94
326659b4,31000,93
32668fa2,32975,94
32668346,37000,91
326535e7,43000,272
326527e6,38000,272
32663c3e,35000,91
32668ac2,31000,91
326697be,37000,94
326659b4,31000,93
32668fa2,32975,94
32668346,37000,91
326535e7,43000,272
326527e6,38000,272
32663c3e,35000,91
32668ac2,31000,91
326697be,37000,94
326659b4,31000,93
32668fa2,33000,94
32668346,37000,91
326527e6,38000,272
326535e7,43000,272
32663c3e,35000,91
32668ac2,31000,91
326697be,37000,94
326659b4,31000,94
32668fa2,33000,94
326527e6,38000,272
326535e7,43000,272
32668346,37000,91
32663c3e,35000,91
32668ac2,31000,91
326697be,37000,94
326659b4,31000,94
326527e6,38000,272
326535e7,43000,272
32668346,37000,91
32663c3e,35000,91
326531ae,36000,273
32668ac2,31000,91
326697be,37000,94
326659b4,31000,95
326527e6,38000,272
326535e7,43000,272
32668346,37000,91
326531ae,36000,273
32663c3e,35000,91
32668ac2,31000,92
326697be,37000,94
326676a2,34000,251
326527e6,38000,272
326535e7,43000,272
32668346,37000,92
326531ae,36000,273
32663c3e,35000,91
32668ac2,31000,92
326697be,37000,94
326676a2,34025,251
326527e6,38000,272
326535e7,43000,272
32668346,37000,92
326531ae,36000,273
32663c3e,35000,91
32668ac2,31000,92
326697be,37000,94
326676a2,34000,251
326527e6,38000,271
326535e7,43000,272
32668346,37000,92
326531ae,36000,278
3264c639,34000,273
32663c3e,35000,91
32668ac2,31000,92
326697be,37000,94
326676a2,34000,251
326527e6,38000,271
326535e7,43000,272
32668346,37000,92
326531ae,36000,278
3264c639,34000,273
32663c3e,35000,91
32668ac2,31000,92
326697be,37000,94
326676a2,34025,251
326527e6,38000,271
326535e7,43000,272
326531ae,36000,282
32668346,37000,92
3264c639,34000,273
32663c3e,35000,92
32668ac2,31000,92
326676a2,34000,251
326697be,37000,94
326527e6,38000,271
326535e7,43000,272
326531ae,36000,282
32668346,37000,92
3264c639,34000,273
32663c3e,35000,92
32668ac2,31000,92
326676a2,34025,251
326697be,37000,94
326535e7,43000,272
326531ae,36000,282
32668346,37000,92
3264c639,34000,273
32663c3e,35000,92
32668ac2,31000,92
326697be,37000,94
326535e7,43000,272
326531ae,36000,282
3264c639,34000,273
32668346,37000,92
32663c3e,35000,92
32668ac2,31000,92
326697be,37000,94
326535e7,43000,272
326531ae,36000,286
3264c639,34000,273
32668346,37000,92
32663c3e,35025,92
32668ac2,31525,92
32666f5b,34000,271
326531ae,36000,283
3264c639,34000,273
32668346,37000,92
32663c3e,35000,92
32668ac2,32025,92
32666f5b,34000,271
326531ae,36000,282
3264c639,34000,273
32668346,37000,92
32663c3e,35000,92
32668ac2,32025,92
32666f5b,34000,270
326531ae,36000,282
3264c639,34000,273
32668346,37000,92
32663c3e,35000,92
32668ac2,33000,92
32666f5b,34000,270
32666c93,33000,91
326531ae,36000,282
3264c639,34000,273
32668346,37000,92
32663c3e,35000,92
32668ac2,33000,94
32666f5b,34000,270
32666c93,33000,91
326531ae,36000,282
3264c639,34000,273
32668346,37000,92
32663c3e,35000,92
32668ac2,33000,94
32666f5b,34000,270
32666c93,33000,91
326531ae,36000,281
3264c639,34000,273
32668346,37000,92
32663c3e,35000,92
32668ac2,33000,94
32666f5b,34000,270
32665325,31000,90
32666c93,33000,91
326531ae,36000,281
3264c639,34000,273
32668346,37000,93
32663c3e,35000,92
32668ac2,33000,94
32666f5b,34000,270
32665325,31000,90
326531ae,36000,280
32666c93,33000,91
3264c639,34000,273
32668346,37000,93
32663c3e,35000,90
32666f5b,34000,270
32668ac2,33000,94
32665325,31000,90
326531ae,36000,280
32666c93,33000,91
3264c639,34000,271
32668346,37000,93
32663c3e,35000,94
32666f5b,34000,270
32668ac2,33000,94
326531ae,36000,280
32665325,33000,90
3264c639,34000,271
32666c93,33000,91
32668346,37000,93
32663c3e,35025,94
32666f5b,34000,270
32668ac2,33000,94
326531ae,36000,280
32665325,33000,113
3264c639,34000,271
32666c93,33000,91
32668346,37000,93
32666f5b,34000,270
32663c3e,35000,94
32668ac2,33000,94
326531ae,36000,280
32665325,33000,113
3264c639,34000,271
32666c93,33000,91
32668346,37000,93
32666f5b,34000,270
32663c3e,35000,94
32668ac2,33000,94
326531ae,36000,280
3264c639,34000,271
32666c93,33000,91
32668346,37000,93
32666f5b,34000,270
32663c3e,35000,94
32668ac2,33000,94
3264c639,34000,270
32666c93,33000,91
32668346,37000,93
32666f5b,34000,270
32663c3e,35000,94
32668ac2,33000,94
3264c639,34000,270
32666c93,33000,91
32668346,37000,93
32666f5b,34000,270
32663c3e,35000,94
3264c639,34000,270
32666c93,33000,91
32668346,37000,93
32666f5b,34000,270
32663c3e,35000,93
3264c639,34000,270
32666c93,33000,91
32668346,37000,93
32666f5b,34000,270
32663c3e,35000,94
3266b987,40000,251
3264c639,34000,270
32666c93,33000,91
32666f5b,34000,270
32668346,37000,93
32663c3e,35000,93
3266b987,40000,251
32666c93,33000,91
32666f5b,34000,268
32668346,37000,93
3266b987,40000,251
32663c3e,35000,93
32666c93,33000,92
32666f5b,34000,268
32668346,37000,94
3266b987,40000,251
32663c3e,35000,93
32666c93,33000,92
32666f5b,34000,268
32668346,37000,94
3266b987,40000,250
32666c93,33000,92
32666f5b,34000,269
32668346,37000,94
3266b987,40000,250
32666c93,33000,92
32666f5b,34000,269
32668346,37000,94
3266b987,40000,250
32666c93,33000,92
32666f5b,34000,269
32668346,37000,94
326532be,40000,273
32666c93,33000,92
32666f5b,34000,269
32668346,37000,94
326673fa,30025,266
326532be,40000,273
326581fa,38000,274
32666c93,33000,92
32666f5b,34000,269
32668346,37000,94
326673fa,30300,266
326665b8,37000,113
326532be,40000,272
326581fa,38000,274
32666c93,33000,93
32666f5b,34000,269
32668346,37000,94
326673fa,30650,266
326681db,38000,271
326665b8,37000,113
326532be,40000,272
326581fa,38000,274
32666c93,33000,93
32666f5b,34000,269
32668346,37000,94
326673fa,31075,266
326681db,38000,271
326665b8,37000,113
326532be,40000,272
326581fa,38000,274
32666f5b,34000,269
32666c93,33000,93
326673fa,31825,266
32668346,37000,94
326681db,38000,271
326665b8,37000,113
326532be,40000,272
326581fa,38000,273
32666f5b,34000,269
32666c93,33000,92
326673fa,32000,266
326681db,38000,268
32668346,37000,94
326665b8,37000,113
326532be,40000,272
326581fa,38000,273
32666f5b,34000,269
32666c93,33000,92
326673fa,32000,266
326681db,38000,266
32668346,37000,94
326532be,40000,272
326581fa,38000,273
32666f5b,34000,269
32666c93,33000,92
326673fa,32000,266
326681db,38000,270
326532be,40000,272
326581fa,38000,273
32653e5a,36000,273
32666f5b,34000,269
32666c93,33000,92
326673fa,32000,265
326681db,38000,270
326532be,40000,272
326581fa,38000,273
32653e5a,36000,273
32666f5b,34000,269
32666c93,33000,92
326673fa,32000,265
326681db,38000,270
326665c4,35000,118
326532be,40000,272
326581fa,38000,273
32653e5a,36000,273
32666f5b,34000,269
32666c93,33000,92
326673fa,32000,266
326681db,38000,270
326665c4,35000,89
326532be,40000,272
326581fa,38000,273
32653e5a,36000,273
32666f5b,34000,269
32666c93,33000,92
326673fa,32000,265
326681db,38000,270
326665c4,35000,89
326532be,40000,272
326581fa,38000,279
32653e5a,36000,273
32666f5b,34000,238
32666c93,33000,92
326673fa,32000,265
326681db,38000,270
326665c4,35000,89
326532be,40000,272
326581fa,38000,279
32653e5a,36000,273
32666f5b,34000,238
32666c93,33000,92
326673fa,32000,265
326681db,37575,270
326665c4,35000,89
326532be,40000,272
326581fa,38000,274
32653e5a,36000,273
32666f5b,34000,238
32666c93,33000,92
326673fa,32000,265
326681db,37200,270
3266603c,37000,91
326665c4,35000,89
326532be,40000,272
326581fa,38000,271
32653e5a,36000,273
32666f5b,34000,238
32666c93,33000,91
326673fa,32000,265
326681db,34475,270
3266603c,37000,91
326532be,40000,272
326665c4,35000,89
326581fa,38000,271
32653e5a,36000,273
32666f5b,34000,238
32666c93,33000,92
326673fa,32000,265
326681db,34475,270
3266603c,37000,91
326532be,40000,272
326581fa,38000,271
326665c4,35000,89
32653e5a,36000,273
32666f5b,34000,242
326673fa,32000,276
326681db,34475,270
32666c93,33000,92
326532be,40000,272
3266603c,37000,91
326581fa,38000,271
326665c4,35000,90
32653e5a,36000,273
32666f5b,34000,242
32655633,36000,273
326673fa,32000,259
326681db,34475,270
32666c93,33000,93
326659ba,37000,111
326532be,40000,271
326581fa,38000,271
3266603c,37000,91
326665c4,35000,90
32653e5a,36000,273
32666f5b,34000,242
32655633,36000,273
326673fa,32000,265
326681db,34475,266
32666c93,33000,93
326659ba,37000,111
326532be,40000,272
326581fa,38000,271
3266603c,37000,91
32653e5a,36000,273
326665c4,35000,90
32666f5b,34000,242
32655633,36000,273
326673fa,32000,265
326681db,34475,258
32666c93,33000,93
326532be,40000,272
326581fa,38000,271
326659ba,37000,112
3266603c,37000,91
32653e5a,36000,273
326665c4,35000,90
32666f5b,34000,242
32655633,36000,273
326673fa,32000,265
326681db,34475,256
32666c93,33000,93
326581fa,38000,271
326659ba,37000,119
32653e5a,36000,273
3266603c,37000,91
326665c4,35000,91
32666f5b,34000,242
32655633,36000,273
326673fa,32000,265
326681db,34475,255
32666c93,33000,93
326581fa,38000,270
326659ba,37000,115
32653e5a,36000,273
3266603c,37000,91
326665c4,35000,91
32666f5b,34000,242
32655633,36000,273
326673fa,32000,273
326681db,24450,270
32666c93,33000,96
32653e5a,36000,272
3266603c,37000,91
32655633,36000,272
32666f5b,34000,242
326665c4,35000,91
326673fa,32000,272
326681db,24450,270
32666c93,33000,96
32653e5a,36000,272
32666f5b,34000,245
3266603c,37000,91
32655633,36000,272
326665c4,35000,91
326673fa,32000,272
326681db,24450,270
32666c93,33000,96
32653e5a,36000,272
32666f5b,34000,245
3266603c,37000,91
32655633,36000,272
326665c4,35000,91
326673fa,32000,272
326681db,24450,265
32666c93,33000,96
32653e5a,36000,272
32666f5b,34000,245
32655633,36000,290
3266603c,37000,91
326665c4,35000,91
326673fa,32000,272
326681db,19000,269
32653e5a,36000,272
32666f5b,34000,245
32655633,36000,272
3266603c,37000,91
326665c4,35000,91
326673fa,32000,272
326681db,19000,269
32653e5a,36000,272
326659da,37000,113
32666a1c,34975,91
32655633,36000,272
32666f5b,34000,249
3266603c,37000,91
326665c4,35000,91
326673fa,32000,274
326681db,19000,269
32666a1c,34975,91
326659da,36975,112
32655633,36000,272
32666f5b,34000,249
3266603c,37000,91
326665c4,35000,91
326673fa,32000,274
326681db,19000,269
326659da,36975,113
32666a1c,34975,91
32655633,36000,272
32666f5b,34000,249
3266603c,37000,91
326665c4,35000,91
326673fa,32000,274
326681db,19000,269
326659da,37000,113
32666a1c,35000,89
32666f5b,34000,249
32655633,36000,273
3266603c,37000,91
326665c4,35000,91
326673fa,32000,273
326681db,19000,269
32666f5b,34000,249
32666a1c,35000,90
32655633,36000,273
3266603c,37000,91
326673fa,32000,273
326665c4,35000,91
326681db,19000,269
32666f5b,34000,249
32655633,36000,273
32666a1c,35000,90
3266603c,37000,91
326673fa,32000,272
326665c4,35000,91
326681db,19000,269
32666f5b,34000,249
32655633,36000,273
32666a1c,35000,90
32657e03,36000,273
326673fa,32000,272
3266603c,37000,91
326665c4,35000,92
326681db,19000,269
32666f5b,34000,249
32655633,36000,273
32666a1c,35000,90
32657e03,36000,273
326673fa,32000,272
3266603c,37000,91
326665c4,35000,92
326681db,19000,269
32666f5b,34000,249
32655633,36000,273
32666a1c,35000,90
32657e03,36000,273
326673fa,32000,272
3266603c,37000,91
326665c4,35000,92
32666f5b,34000,249
32655633,36000,276
32666a1c,35000,90
32657e03,36000,273
326673fa,32000,272
3266603c,37000,91
326665c4,35000,92
32655633,36000,291
32666f5b,34000,249
32666a1c,34975,90
32657e03,36000,273
326673fa,32000,272
326552a4,38000,273
3266603c,37000,92
326665c4,35000,92
32655633,36000,291
32666f5b,34000,249
32666a1c,35000,91
32657e03,36000,273
326673fa,32000,272
326552a4,38000,272
3266603c,37000,92
326665c4,35000,92
32666f5b,34000,249
32666a1c,35000,91
32657e03,36000,273
326673fa,32000,272
326552a4,38000,272
3266603c,37000,92
326665c4,35000,92
32657e03,36000,273
32666a1c,35000,91
326673fa,32000,272
326552a4,38000,272
3266603c,37000,92
326665c4,35000,92
32657e03,36000,273
326673fa,32000,265
32666a1c,35000,91
326552a4,38000,272
3266603c,37000,92
326665c4,35000,92
32657e03,36000,273
326673fa,32000,265
326552a4,38000,272
32666a1c,34975,91
3266603c,37000,92
326665c4,35000,92
32666cd6,37000,90
32657e03,36000,273
326673fa,32000,265
326552a4,38000,272
32666a1c,35000,91
3266603c,37000,92
326665c4,35000,92
32666cd6,37000,90
326673fa,32000,272
32657e03,36000,272
326552a4,38000,272
32666a1c,34975,91
3266603c,37000,92
326665c4,35000,92
32666cd6,37000,91
326673fa,32000,272
32657e03,36000,273
326552a4,38000,272
32666a1c,34975,91
3266603c,37000,92
326665c4,35000,92
32666cd6,37000,91
326673fa,32000,271
32657e03,36000,273
326552a4,38000,272
32666a1c,35000,91
3266603c,37000,92
326665c4,35000,94
32666cd6,37000,91
32657e03,36000,272
326673fa,32000,271
326552a4,38000,272
32666a1c,35000,92
32666749,40000,285
3266603c,37000,92
326665c4,35000,94
32657e03,36000,272
326673fa,32000,271
32666cd6,37000,91
326552a4,38000,272
32666a1c,35000,92
32666749,40000,285
3266603c,37000,92
326665c4,35000,94
32667c0e,36000,251
32657e03,36000,272
326673fa,32000,271
326552a4,38000,272
32666cd6,37000,91
32666a1c,35000,92
3266603c,37000,92
326665c4,35000,94
32667c0e,36000,251
32657e03,36000,272
326673fa,32000,270
326552a4,38000,272
32666cd6,37000,91
3266b7bd,38000,279
32666a1c,35000,92
3266603c,37000,93
326665c4,35000,94
32667c0e,36000,251
326673fa,32000,267
32657e03,36000,272
326552a4,38000,272
32666cd6,37000,91
3266b7bd,38000,279
32666a1c,34975,92
3266603c,37000,93
326665c4,35000,94
32667c0e,36000,251
32657e03,36000,272
326552a4,38000,272
326673fa,32000,272
32666cd6,37000,91
3266b7bd,38000,279
32666a1c,34975,92
3266603c,37000,93
326665c4,35000,94
3266b78b,37025,73
32667c0e,36000,251
32657e03,36000,272
326673fa,32000,272
326552a4,38000,272
32666cd6,37000,91
3266b7bd,38000,279
32666a1c,35000,92
3266603c,37000,93
32667c0e,36000,251
326665c4,35000,94
3266b78b,37000,73
32657e03,36000,272
326673fa,32000,270
326552a4,38000,272
32666cd6,37000,91
3266b7bd,38000,278
32666a1c,35000,92
3266603c,37000,93
32667c0e,36000,251
3266b78b,37025,73
326665c4,35000,94
326673fa,32000,270
32657e03,36000,272
326552a4,38000,271
32666cd6,37000,91
3266b7bd,38000,278
32666a1c,34975,92
3266603c,37000,93
3266b78b,37025,73
326665c4,35000,94
32657e03,36000,272
326673fa,32000,270
326552a4,38000,271
3266b7bd,38000,278
32666cd6,37000,91
32666a1c,34975,92
3266603c,37000,93
326665c4,35000,94
3266b78b,37000,73
326552a4,38000,271
