id,altitude,heading,latitude,longitude
327c2d72,37000,94,41.732,41.922
327c2f25,37000,95,41.72,42.117
327c7011,33000,111,41.898,37.587
327cb462,37975,273,41.714,37.595
327cd55e,37000,86,41.897,37.898
327c6de1,32925,85,41.868,39.346
327d076c,550,243,43.428,39.894
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c764b,0,112,43.446,39.935
327d06f1,0,180,43.444,39.937
327cb51b,0,338,43.45,39.948
327cf9bd,21175,72,43.837,39.993
327c039f,15450,245,43.584,40.03
327c7573,37000,98,41.867,40.124
327c6104,36000,271,43.687,40.929
327c79fe,39000,93,41.789,40.948
327c879b,36975,94,41.75,41.584
327d0a9e,4275,56,41.684,41.587
327ce309,31000,98,42.312,41.726
327c2d72,37000,94,41.725,42.031
327c2f25,37000,95,41.713,42.216
327cb462,37975,273,41.719,37.478
327c7011,33000,111,41.868,37.691
327cd55e,37000,91,41.888,37.995
327c6de1,32925,82,41.877,39.451
327cfdac,16350,243,43.745,39.632
327d076c,550,243,43.428,39.894
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d06f1,0,180,43.444,39.937
327cb51b,0,338,43.45,39.948
327c039f,14975,219,43.566,40.009
327cf9bd,21175,72,43.858,40.083
327c7573,37000,98,41.856,40.223
327c6104,36000,271,43.689,40.82
327c79fe,39000,93,41.785,41.05
327d0a9e,5150,52,41.701,41.618
327c879b,37000,94,41.744,41.692
327ce309,31000,98,42.301,41.833
327cf3d3,33000,0,44.153,41.92
327c2d72,37000,94,41.719,42.137
327c2f25,37000,93,41.707,42.327
327c7011,33000,111,41.842,37.784
327cd55e,37000,91,41.886,38.099
327cfdac,16350,243,43.714,39.549
327c6de1,28850,92,41.832,39.892
327d076c,550,243,43.428,39.894
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d06f1,0,271,43.444,39.937
327cb51b,0,338,43.45,39.948
327c039f,14325,201,43.514,39.973
327cf9bd,21175,72,43.878,40.167
327c7573,37000,98,41.835,40.373
327c6104,36000,271,43.69,40.742
327c79fe,39000,93,41.783,41.117
327d0a9e,6000,52,41.72,41.65
327c879b,36975,94,41.738,41.799
327cf3d3,33000,0,44.223,41.92
327ce309,31000,98,42.29,41.94
327c2d72,37000,94,41.712,42.244
327c7011,33000,111,41.824,37.847
327cd55e,37000,91,41.885,38.195
327cfb58,14125,264,43.367,39.318
327cfdac,16350,243,43.692,39.489
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d06f1,0,288,43.444,39.937
327cb51b,0,338,43.45,39.948
327c6de1,28850,92,41.831,39.954
327c039f,13800,189,43.473,39.962
327cf9bd,21175,72,43.897,40.25
327c7573,37000,94,41.825,40.482
327c6104,36000,271,43.69,40.69
327c79fe,39000,93,41.779,41.218
327d0a9e,6800,53,41.739,41.684
327c879b,37000,94,41.732,41.907
327ce309,31000,98,42.282,42.011
327cf3d3,33000,0,44.145,42.273
327c2d72,37000,94,41.705,42.352
327c6319,33000,99,41.889,37.531
327c7011,33000,91,41.891,37.967
327cd55e,37000,91,41.877,38.483
327cfb58,14875,264,43.364,39.284
327cfdac,19650,243,43.746,39.642
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c764b,0,236,43.445,39.936
327d06f1,0,302,43.444,39.937
327c7e2a,0,230,43.447,39.943
327c039f,12950,197,43.424,39.943
327cb51b,0,338,43.45,39.948
327c6de1,28850,92,41.828,40.04
327cf9bd,21175,72,43.917,40.334
327c6104,36000,271,43.69,40.503
327c7573,37000,94,41.825,40.578
327c79fe,39000,93,41.774,41.337
327d0a9e,7625,53,41.758,41.719
327c879b,36975,94,41.726,42.013
327ce309,31000,98,42.271,42.117
327c4cc3,36950,101,41.814,37.432
327c6319,33000,99,41.877,37.63
327c7011,33000,91,41.89,38.075
327d0da5,30875,0,43.094,38.202
327cd55e,37000,91,41.873,38.606
327cfb58,16875,263,43.357,39.185
327cfdac,19650,243,43.72,39.57
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c039f,12350,197,43.394,39.93
327c764b,0,244,43.444,39.933
327d06f1,0,58,43.444,39.937
327c7e2a,0,244,43.446,39.939
327cb51b,0,338,43.45,39.948
327c6de1,28850,92,41.826,40.126
327cf9bd,21175,72,43.93,40.389
327c6104,36000,271,43.69,40.451
327c7573,36975,94,41.828,40.711
327d0a9e,8400,53,41.778,41.755
327c79fe,39000,94,41.727,42.034
327c879b,37000,94,41.72,42.12
327ce309,31000,98,42.26,42.224
327c4cc3,37025,101,41.801,37.407
327c6319,33000,99,41.886,37.687
327c7011,33000,91,41.888,38.175
327d0da5,30875,0,43.094,38.202
327cd55e,37000,91,41.871,38.684
327cfb58,17000,263,43.352,39.135
327cfdac,19650,243,43.696,39.505
327c039f,12125,196,43.356,39.915
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c764b,0,244,43.442,39.929
327d06f1,0,32,43.444,39.937
327c7e2a,0,233,43.445,39.937
327cb51b,0,338,43.45,39.948
327c6de1,28850,87,41.827,40.222
327c6104,36000,271,43.691,40.373
327cf9bd,21175,72,43.949,40.473
327c7573,37000,84,41.834,40.776
327d0a9e,9200,52,41.801,41.795
327c79fe,39000,94,41.723,42.081
327c879b,37000,94,41.713,42.236
327ce309,31000,98,42.249,42.331
327c4cc3,37025,101,41.793,37.466
327c6319,33000,99,41.875,37.786
327d0da5,30875,0,43.094,38.202
327c7011,33000,91,41.887,38.275
327cd55e,37000,91,41.869,38.746
327cfb58,18675,286,43.272,39.221
327cfdac,19650,243,43.68,39.461
327d076c,10250,243,43.433,39.604
327c039f,12125,196,43.322,39.902
327d0712,0,140,43.442,39.928
327c764b,0,261,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d06f1,0,180,43.444,39.937
327c7e2a,0,87,43.445,39.937
327cb51b,0,338,43.45,39.948
327c6104,36000,234,43.667,39.993
327c6de1,28850,82,41.835,40.323
327cf9bd,21175,72,43.962,40.528
327c7573,37000,86,41.853,41.036
327d0a9e,9875,53,41.82,41.829
327c79fe,39000,94,41.718,42.189
327ce309,31000,98,42.249,42.331
327c879b,37000,94,41.707,42.334
327c4cc3,37025,101,41.78,37.556
327c6319,33000,99,41.891,37.831
327c7011,33000,91,41.879,38.472
327cd55e,37000,91,41.868,38.851
327cfb58,18675,286,43.29,39.135
327cfdac,19650,243,43.656,39.396
327d076c,10250,243,43.408,39.537
327c039f,12125,196,43.289,39.889
327c764b,0,137,43.442,39.928
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c6104,36000,234,43.634,39.929
327d06f1,0,65,43.445,39.937
327c7e2a,0,275,43.445,39.937
327cb51b,0,338,43.45,39.948
327c6de1,28850,79,41.847,40.422
327cf9bd,21175,72,43.962,40.528
327c7573,37000,87,41.856,41.117
327d0a9e,10675,52,41.843,41.87
327c79fe,39000,94,41.712,42.292
327ce309,31000,98,42.249,42.331
327c4cc3,37025,101,41.766,37.651
327c6319,33000,99,41.878,37.942
327c7011,33000,91,41.877,38.582
327cd55e,37000,91,41.862,38.984
327cfb58,18675,286,43.302,39.076
327cfdac,19650,243,43.632,39.331
327d076c,10250,243,43.39,39.489
327c6104,36000,234,43.601,39.868
327c039f,12125,196,43.278,39.885
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c764b,0,59,43.443,39.932
327c7e2a,0,241,43.444,39.936
327d06f1,0,223,43.445,39.937
327cb51b,0,338,43.45,39.948
327c6de1,28850,77,41.858,40.488
327cf9bd,21175,72,43.962,40.528
327c7573,37000,87,41.86,41.221
327d0a9e,11400,54,41.864,41.908
327ce309,31000,98,42.249,42.331
327c4cc3,37025,101,41.729,37.6
327c6319,33000,99,41.867,38.041
327c7011,33000,91,41.873,38.698
327cfb58,18675,286,43.314,39.017
327cd55e,37000,91,41.858,39.133
327cfdac,19650,243,43.608,39.267
327d076c,14325,243,43.438,39.602
327c6104,36000,234,43.569,39.806
327c039f,12125,196,43.278,39.885
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d06f1,0,247,43.444,39.935
327c764b,0,61,43.445,39.935
327c7e2a,0,50,43.445,39.937
327cb51b,0,338,43.45,39.948
327cf9bd,29275,72,43.874,40.168
327c6de1,28850,77,41.874,40.587
327c7573,37000,87,41.865,41.352
327d0a9e,12000,74,41.882,41.949
327c4cc3,37025,101,41.711,37.727
327c6319,33000,99,41.855,38.14
327d0da5,33950,0,43.081,38.157
327c7011,33000,91,41.871,38.807
327cfb58,23225,286,43.317,38.962
327cfdac,19650,243,43.592,39.223
327cd55e,37000,91,41.856,39.23
327d076c,14325,243,43.415,39.541
327c6104,36000,246,43.646,39.924
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d06f1,0,244,43.443,39.932
327c764b,0,241,43.445,39.936
327caa68,0,0,43.446,39.939
327c7e2a,0,53,43.446,39.939
327cb51b,0,338,43.45,39.948
327cf9bd,29275,72,43.896,40.264
327c6de1,28850,77,41.891,40.686
327c7573,37000,87,41.867,41.421
327d0a9e,12625,85,41.886,41.995
327c4cc3,37025,101,41.698,37.817
327d0da5,33950,0,43.081,38.157
327c6319,33000,99,41.875,38.267
327cfb58,23225,286,43.335,38.877
327c7011,33000,91,41.867,38.923
327cfdac,19650,243,43.592,39.223
327cd55e,37000,91,41.855,39.27
327d076c,16225,243,43.606,39.56
327c6104,36000,246,43.624,39.855
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d06f1,0,132,43.442,39.931
327c764b,0,244,43.444,39.934
327caa68,0,0,43.446,39.939
327c7e2a,0,53,43.446,39.939
327cb51b,0,338,43.45,39.948
327cf9bd,29275,72,43.918,40.359
327c6de1,28850,77,41.908,40.784
327c7573,37000,87,41.872,41.566
327d0a9e,13425,83,41.89,42.05
327c4cc3,37025,101,41.689,37.877
327d0da5,33950,0,43.081,38.157
327c6319,33000,99,41.863,38.366
327cfb58,23225,286,43.347,38.818
327c7011,33000,91,41.865,39.065
327cfdac,19650,243,43.592,39.223
327cd55e,37000,91,41.849,39.401
327d076c,16225,243,43.581,39.491
327c6104,36000,246,43.601,39.785
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c764b,0,239,43.443,39.93
327d06f1,0,138,43.442,39.931
327caa68,0,0,43.446,39.939
327c7e2a,0,53,43.446,39.939
327cb51b,0,338,43.45,39.948
327cf9bd,29275,72,43.933,40.423
327c6de1,28850,77,41.925,40.883
327c7573,37000,87,41.876,41.659
327d0a9e,13925,82,41.894,42.092
327c4cc3,37025,101,41.674,37.983
327c6319,33000,99,41.855,38.432
327cfb58,23225,286,43.356,38.778
327c7011,33000,91,41.86,39.168
327cd55e,37000,91,41.845,39.503
327d076c,18375,88,43.754,39.674
327c6104,36000,203,43.575,39.716
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c764b,0,241,43.442,39.928
327d06f1,0,64,43.442,39.933
327caa68,0,0,43.446,39.939
327cb51b,0,338,43.45,39.948
327cf9bd,29275,72,43.956,40.518
327c6de1,28850,77,41.937,40.949
327c7573,37000,87,41.879,41.763
327d0a9e,14375,82,41.899,42.14
327c4cc3,37025,101,41.658,38.088
327c6319,33000,99,41.875,38.515
327cfb58,27500,284,43.294,38.861
327c7011,33000,91,41.859,39.275
327cd55e,37000,91,41.839,39.676
327c6104,36000,203,43.519,39.683
327d076c,19200,88,43.774,39.732
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c764b,0,241,43.442,39.928
327d06f1,0,64,43.443,39.936
327caa68,0,0,43.446,39.939
327cb51b,0,338,43.45,39.948
327cf9bd,29275,72,43.978,40.614
327c6de1,13900,78,41.999,41.255
327c7573,37000,87,41.883,41.876
327d0a9e,14950,82,41.904,42.195
327c6319,33000,99,41.859,38.654
327cfb58,27500,284,43.305,38.799
327c7011,33000,91,41.855,39.379
327c6104,36000,203,43.468,39.653
327cd55e,37000,91,41.837,39.723
327d076c,19800,88,43.781,39.772
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c764b,0,271,43.442,39.928
327caa68,0,0,43.446,39.939
327d06f1,0,64,43.444,39.94
327cb51b,0,338,43.45,39.948
327cf9bd,29275,72,44.0,40.71
327c6de1,13075,78,42.009,41.32
327c7573,37000,87,41.886,41.972
327d0a9e,15525,82,41.909,42.241
327cfb58,27500,284,43.315,38.744
327c6319,33000,99,41.847,38.752
327c7011,33000,91,41.847,39.566
327c6104,36000,203,43.417,39.623
327cd55e,37000,91,41.836,39.83
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1407,0,271,43.442,39.928
327d076c,20900,88,43.791,39.935
327d06f1,0,64,43.446,39.942
327cb51b,0,338,43.45,39.948
327cf9bd,29275,72,44.0,40.71
327c6de1,12100,78,42.02,41.392
327c7573,36975,87,41.889,42.075
327d0a9e,16150,82,41.914,42.29
327cfb58,29850,241,43.176,38.464
327c6319,33000,99,41.84,38.817
327c6104,36000,217,43.475,39.443
327c7011,33000,91,41.843,39.683
327cd55e,37000,91,41.834,39.926
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1407,0,271,43.442,39.928
327caa68,0,53,43.446,39.939
327d06f1,0,54,43.447,39.943
327d1428,0,334,43.448,39.944
327cb51b,0,338,43.45,39.948
327d076c,21325,88,43.8,40.044
327cf9bd,29275,72,44.0,40.71
327c6de1,11250,78,42.031,41.456
327c7573,37000,87,41.892,42.169
327d0a9e,16575,82,41.919,42.338
327cfb58,30500,241,43.147,38.364
327c6319,33000,96,41.828,38.933
327c6104,36000,217,43.409,39.375
327cd55e,37000,91,41.835,39.774
327c7011,33000,91,41.837,39.833
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1407,0,271,43.442,39.928
327c7e2a,0,236,43.445,39.936
327caa68,0,331,43.446,39.939
327d1428,0,334,43.448,39.944
327d06f1,0,64,43.448,39.946
327cb51b,0,338,43.45,39.948
327d076c,21325,88,43.802,40.128
327c6de1,10275,78,42.042,41.531
327c7573,36650,87,41.895,42.283
327cfb58,31250,246,43.106,38.233
327c6319,33000,93,41.82,39.049
327c6104,36000,217,43.364,39.328
327cd55e,37000,91,41.833,39.909
327c7011,33000,91,41.833,39.914
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1407,0,271,43.442,39.928
327c7e2a,0,239,43.444,39.935
327caa68,0,64,43.447,39.939
327d1555,0,334,43.448,39.942
327d1428,0,334,43.448,39.944
327cb51b,0,338,43.45,39.948
327d06f1,0,67,43.449,39.949
327d076c,21325,88,43.804,40.213
327c6de1,9750,78,42.052,41.597
327cfb58,31625,247,43.089,38.177
327c6319,33000,90,41.817,39.166
327c6104,36000,217,43.334,39.297
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1407,0,271,43.442,39.928
327c7e2a,0,151,43.44,39.932
327caa68,0,64,43.447,39.939
327d1555,0,334,43.448,39.942
327d1428,0,334,43.448,39.944
327cb51b,0,338,43.45,39.948
327d06f1,0,59,43.45,39.952
327cd55e,37000,91,41.833,39.973
327c7011,33000,92,41.83,40.028
327d076c,21325,88,43.805,40.27
327cfdac,31075,243,44.088,41.328
327c6de1,9075,78,42.061,41.654
327cfb58,32050,247,43.067,38.101
327c6104,36000,234,43.345,39.108
327c6319,33000,92,41.851,39.314
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1407,0,271,43.442,39.928
327c7e2a,0,244,43.44,39.932
327caa68,0,64,43.447,39.939
327d1555,0,334,43.448,39.942
327d1428,0,334,43.448,39.944
327cb51b,0,338,43.45,39.948
327d06f1,0,140,43.45,39.953
327cd55e,37000,91,41.831,40.069
327c7011,33000,92,41.826,40.083
327d076c,21325,88,43.807,40.355
327cfdac,31675,78,44.105,41.436
327c6de1,8700,78,42.071,41.719
327c78b6,34000,271,43.675,42.31
327cfb58,32625,247,43.042,38.019
327c6104,36000,234,43.323,39.066
327c6319,33000,92,41.849,39.381
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1407,0,45,43.442,39.928
327c7e2a,0,244,43.44,39.932
327d1555,0,334,43.448,39.942
327d1428,0,334,43.448,39.944
327cb51b,0,338,43.45,39.948
327d06f1,0,338,43.45,39.953
327c039f,0,28,43.447,39.954
327cd55e,37000,88,41.831,40.182
327c7011,33000,92,41.818,40.29
327d076c,21325,88,43.81,40.439
327cfdac,31675,78,44.121,41.54
327c6de1,8025,78,42.079,41.776
327c78b6,34000,271,43.677,42.224
327cfb58,33175,248,43.022,37.949
327c6104,36000,234,43.289,39.002
327c6319,33000,92,41.847,39.481
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1407,0,64,43.443,39.93
327c7e2a,0,244,43.44,39.932
327caa68,0,107,43.447,39.939
327d1555,0,334,43.448,39.942
327d1428,0,334,43.448,39.944
327cb51b,0,338,43.45,39.948
327d06f1,0,220,43.45,39.953
327c039f,0,14,43.449,39.956
327cd55e,37000,88,41.834,40.295
327c7011,33000,92,41.815,40.355
327d076c,21325,88,43.812,40.524
327cfdac,31675,78,44.131,41.602
327c6de1,7400,78,42.087,41.826
327c78b6,34000,270,43.678,42.145
327cfb58,33675,248,42.985,37.824
327c6104,36000,234,43.256,38.939
327c6319,33000,92,41.841,39.595
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c7e2a,0,120,43.44,39.932
327d1407,0,64,43.444,39.933
327cf669,0,244,43.446,39.938
327caa68,0,107,43.447,39.939
327d1555,0,334,43.448,39.942
327d1428,0,331,43.448,39.944
327cb51b,0,338,43.45,39.948
327d06f1,0,39,43.45,39.953
327c039f,0,334,43.45,39.955
327cd55e,37000,92,41.808,40.454
327c7011,33000,92,41.809,40.483
327d076c,21325,88,43.812,40.524
327cfdac,32850,78,44.13,41.644
327c6de1,6650,78,42.096,41.885
327c78b6,34025,267,43.676,42.053
327c5815,36000,276,43.787,42.308
327cfb58,33950,248,42.975,37.788
327c6104,36000,234,43.222,38.876
327c6319,33000,92,41.839,39.703
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c7e2a,0,89,43.44,39.932
327d1407,0,61,43.445,39.936
327cf669,0,244,43.446,39.938
327d1428,0,337,43.448,39.944
327cb51b,0,338,43.45,39.948
327d06f1,0,39,43.45,39.953
327c039f,0,306,43.451,39.955
327c7011,33000,93,41.808,40.509
327d076c,21325,88,43.812,40.524
327cd55e,37000,92,41.806,40.561
327cfdac,33950,93,44.109,41.874
327c6de1,5975,78,42.104,41.938
327c78b6,34000,266,43.673,41.968
327c5815,36000,276,43.794,42.228
327cfb58,34000,248,42.943,37.683
327c6104,36000,234,43.294,38.898
327c6319,33000,92,41.836,39.803
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c7e2a,0,89,43.44,39.932
327d1407,0,227,43.445,39.936
327cf669,0,67,43.446,39.938
327d1428,0,348,43.447,39.944
327cb51b,0,338,43.45,39.948
327c039f,0,244,43.451,39.953
327d06f1,0,164,43.45,39.953
327c7011,33000,93,41.804,40.616
327cd55e,37000,92,41.803,40.656
327c78b6,34000,266,43.67,41.891
327cfdac,34250,92,44.106,41.963
327c6de1,5550,79,42.111,41.985
327c5815,36000,276,43.8,42.155
327cfb58,34000,248,42.918,37.598
327c6104,36000,234,43.248,38.811
327c6319,33000,92,41.833,39.903
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c7e2a,0,98,43.44,39.934
327d1407,0,227,43.445,39.936
327cf669,0,340,43.446,39.939
327caa68,0,107,43.447,39.939
327d1428,0,53,43.447,39.944
327cb51b,0,338,43.45,39.948
327c039f,0,244,43.45,39.95
327d06f1,0,39,43.45,39.953
327c7011,33000,93,41.8,40.715
327cd55e,37000,92,41.801,40.752
327c78b6,34000,266,43.667,41.799
327c6de1,5225,78,42.117,42.031
327cfdac,34875,92,44.103,42.05
327c5815,36000,275,43.807,42.065
327cfb58,34000,248,42.909,37.566
327c6104,36000,234,43.226,38.769
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c7e2a,0,64,43.44,39.935
327d1407,0,227,43.445,39.936
327cf669,0,334,43.446,39.939
327caa68,0,107,43.447,39.939
327d1428,0,61,43.447,39.944
327c039f,0,244,43.449,39.948
327cb51b,0,338,43.45,39.948
327d06f1,0,39,43.45,39.953
327d076c,29475,88,43.804,40.029
327c6319,33000,92,41.819,40.22
327c7011,33000,93,41.798,40.78
327cd55e,37000,90,41.799,40.827
327c78b6,34025,266,43.663,41.721
327c5815,36000,275,43.812,41.989
327c6de1,4850,78,42.124,42.075
327cfdac,35000,92,44.098,42.211
327cfb58,34000,248,42.871,37.439
327c6104,36000,234,43.193,38.707
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c7e2a,0,154,43.44,39.936
327cf669,0,334,43.446,39.939
327caa68,0,107,43.447,39.939
327d1428,0,61,43.447,39.944
327c039f,0,244,43.448,39.946
327cb51b,0,338,43.45,39.948
327d06f1,0,39,43.45,39.953
327d076c,29475,88,43.807,40.171
327c6319,33000,92,41.816,40.328
327c7011,33000,92,41.799,40.692
327cd55e,37000,92,41.791,40.779
327c78b6,34000,266,43.659,41.628
327c5815,36000,265,43.812,41.899
327c6de1,4350,78,42.131,42.117
327cfdac,35000,93,44.095,42.262
327cfb58,34000,248,42.871,37.44
327c6104,36000,234,43.16,38.644
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c7e2a,0,275,43.44,39.933
327d1428,0,61,43.447,39.944
327c039f,0,334,43.448,39.945
327cb51b,0,338,43.45,39.948
327d06f1,0,39,43.45,39.953
327d076c,29475,88,43.81,40.273
327c6319,33000,92,41.813,40.428
327c7011,33000,92,41.797,40.803
327cd55e,37000,92,41.789,40.874
327c78b6,34000,266,43.655,41.541
327c5815,36000,264,43.807,41.824
327c6de1,3700,81,42.136,42.154
327c6104,36000,250,43.122,38.292
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c7e2a,0,270,43.44,39.933
327d1555,0,334,43.448,39.942
327d1428,0,61,43.447,39.944
327c039f,0,334,43.449,39.945
327cb51b,0,338,43.45,39.948
327d06f1,0,39,43.45,39.953
327d076c,29475,88,43.812,40.375
327c6319,33000,92,41.799,40.691
327c7011,33000,92,41.794,40.903
327cd55e,37000,92,41.786,40.969
327c78b6,34000,266,43.651,41.448
327c5815,36000,264,43.801,41.736
327c6de1,3525,80,42.141,42.196
327c6104,36000,250,43.101,38.212
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327c7e2a,0,270,43.44,39.933
327d1555,0,334,43.448,39.942
327c039f,0,334,43.449,39.945
327d1428,0,64,43.447,39.945
327cb51b,0,338,43.45,39.948
327d06f1,0,180,43.45,39.953
327d076c,29475,88,43.815,40.477
327c6319,33000,92,41.797,40.728
327c7011,33000,92,41.792,40.969
327cd55e,37000,91,41.785,41.038
327c78b6,34000,270,43.649,41.367
327c5815,36000,264,43.796,41.661
327c6de1,3525,80,42.145,42.229
327c928a,36000,271,43.675,42.29
327c6104,36000,250,43.082,38.14
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1b5b,0,64,43.44,39.933
327caa68,0,107,43.447,39.939
327d1555,0,334,43.448,39.942
327c039f,0,334,43.449,39.945
327d1428,0,64,43.448,39.946
327cb51b,0,338,43.45,39.948
327d06f1,0,180,43.45,39.953
327d076c,29475,88,43.817,40.545
327c6319,33000,92,41.793,40.869
327c7011,33000,97,41.775,41.125
327cd55e,37000,89,41.785,41.15
327c78b6,34000,270,43.65,41.282
327c5815,36000,265,43.791,41.587
327c928a,36000,271,43.676,42.214
327c6de1,3150,80,42.149,42.26
327c8327,33000,122,41.893,37.696
327c6104,36000,250,43.062,38.069
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1b5b,0,154,43.44,39.936
327caa68,0,107,43.447,39.939
327d1555,0,334,43.448,39.942
327cb51b,0,338,43.45,39.948
327d1428,0,64,43.448,39.948
327d06f1,0,220,43.45,39.953
327d076c,29475,88,43.819,40.647
327c6319,33000,92,41.791,40.936
327c7011,33000,97,41.766,41.224
327c78b6,34000,270,43.65,41.242
327cd55e,37000,89,41.786,41.262
327c5815,35975,265,43.786,41.508
327c928a,36000,271,43.677,42.133
327c6de1,2750,80,42.152,42.285
327c8327,33000,122,41.841,37.808
327c6104,36000,248,43.041,38.016
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1b5b,0,284,43.44,39.933
327cb51b,0,338,43.45,39.948
327d1428,0,64,43.449,39.95
327d06f1,0,345,43.45,39.953
327d076c,29475,88,43.82,40.682
327c6319,33000,92,41.789,41.036
327c78b6,34000,270,43.65,41.131
327c7011,33000,97,41.757,41.323
327cd55e,37000,89,41.788,41.373
327c5815,34850,264,43.781,41.42
327c928a,36000,271,43.678,42.052
327c6de1,2350,79,42.156,42.314
327c6104,36000,248,43.02,37.945
327c8327,33000,122,41.86,37.946
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1b5b,0,140,43.44,39.932
327d1555,0,334,43.448,39.942
327cb51b,0,338,43.45,39.948
327d1428,0,64,43.45,39.952
327d06f1,0,39,43.45,39.953
327d076c,29475,88,43.82,40.682
327c78b6,34000,270,43.65,41.052
327c6319,33000,89,41.787,41.154
327c5815,33575,264,43.776,41.347
327c7011,33000,97,41.751,41.389
327cd55e,37000,89,41.788,41.448
327c928a,36000,270,43.679,41.972
327c6de1,1975,80,42.159,42.34
327c6104,36000,248,43.0,37.875
327c8327,33000,122,41.821,38.029
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1b5b,0,140,43.44,39.932
327d1555,0,334,43.448,39.942
327cb51b,0,338,43.45,39.948
327d1428,0,64,43.45,39.952
327d06f1,0,99,43.45,39.953
327c78b6,34000,269,43.65,40.967
327c5815,32250,264,43.77,41.259
327c6319,33000,86,41.791,41.271
327c7011,33000,97,41.742,41.488
327c928a,36000,270,43.68,41.917
327cd55e,37000,96,41.683,41.962
327c6104,36000,248,42.926,37.624
327c8327,33000,92,41.88,38.259
327d0712,0,140,43.442,39.928
327c91cb,0,331,43.442,39.928
327c9869,0,271,43.442,39.928
327d1555,0,334,43.448,39.942
327cb51b,0,338,43.45,39.948
327d1428,0,64,43.45,39.953
